make_model,make,location,price,body_type,type,doors,mileage,gearbox,fuel_type,seller,power,gears,emission_class,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Mercedes Benz A 180,Mercedes Benz,FR,28790,Compact,Used,5.0,24045.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,28590,Compact,Used,5.0,70840.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,FR,14990,Compact,Used,5.0,69210.0,Manual,Diesel,Dealer,67.0,6.0,Other,8.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,FR,23190,Compact,Used,5.0,25919.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,13950,Compact,Used,5.0,133773.0,Manual,Benzin,Dealer,90.0,6.0,Euro 6,9.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,33500,Compact,Used,5.0,64810.0,Automatic,Benzin,Dealer,121.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 220,Mercedes Benz,ES,31500,Compact,Used,5.0,47500.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,17995,Compact,Used,5.0,198291.0,Manual,Diesel,Dealer,79.0,6.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,17950,Compact,Used,5.0,75594.0,Manual,Benzin,Dealer,90.0,6.0,Euro 6,6.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,ES,26890,Compact,Used,5.0,29999.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,20500,Compact,Used,5.0,95698.0,Automatic,Benzin,Dealer,115.0,7.0,Euro 6,9.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,18999,Compact,Used,5.0,96010.0,Automatic,Diesel,Dealer,80.0,6.0,Euro 6,6.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,BE,28490,Compact,Used,5.0,33349.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,1.0,Standart,Medium,luxury
Mercedes Benz A 160,Mercedes Benz,NL,14885,Compact,Used,5.0,152591.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,39990,Compact,Used,5.0,4955.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,1.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,17950,Compact,Used,5.0,132111.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,8.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,38950,Compact,Used,5.0,15406.0,Automatic,Benzin,Dealer,121.0,7.0,Euro 6,3.0,Standart,Low,luxury
Mercedes Benz A 160,Mercedes Benz,AT,20480,Compact,Used,5.0,113284.0,Automatic,Benzin,Dealer,75.0,5.0,Euro 6,6.0,Upgrated,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,18400,Compact,Used,5.0,102998.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,37490,Compact,Used,5.0,8500.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,0.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,21945,Compact,Used,5.0,50340.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,6.0,Standart,Low,luxury
Mercedes Benz A 180,Mercedes Benz,NL,21950,Compact,Used,5.0,87385.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,33950,Compact,Used,5.0,86828.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,39490,Compact,Used,5.0,5000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,FR,21999,Compact,Used,5.0,93827.0,Automatic,Diesel,Dealer,101.0,7.0,Euro 6,6.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,FR,18390,Compact,Used,5.0,66574.0,Manual,Diesel,Dealer,66.0,6.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,32490,Compact,Used,5.0,49612.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,FR,28290,Compact,Used,5.0,22888.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,IT,30900,Compact,Used,5.0,13200.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,2.0,Standart,Low,luxury
Mercedes Benz A 200,Mercedes Benz,ES,21800,Compact,Used,5.0,94000.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,4.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,39490,Compact,Used,5.0,8500.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,23490,Compact,Used,5.0,80630.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,4.0,Standart,Medium,standard
Mercedes Benz A 160,Mercedes Benz,NL,17495,Compact,Used,5.0,78041.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz A 220,Mercedes Benz,ES,22500,Compact,Used,5.0,104500.0,Automatic,Diesel,Dealer,130.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,26950,Compact,Used,5.0,89805.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,16850,Compact,Used,5.0,113023.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz A 220,Mercedes Benz,FR,22999,Compact,Used,5.0,112416.0,Automatic,Diesel,Dealer,132.0,7.0,Euro 6,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,21995,Compact,Used,5.0,109367.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,NL,22745,Compact,Used,5.0,100707.0,Automatic,Benzin,Dealer,75.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,NL,31990,Compact,Used,5.0,78959.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,FR,21690,Compact,Used,5.0,59199.0,Manual,Benzin,Dealer,80.0,6.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,NL,18950,Compact,Used,5.0,55538.0,Manual,Benzin,Dealer,75.0,6.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,26245,Compact,Used,5.0,44319.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,29990,Compact,Used,5.0,23982.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,21995,Compact,Used,5.0,92469.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz B 180,Mercedes Benz,IT,16900,Compact,Used,5.0,131404.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,39990,Compact,Used,5.0,8000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,BE,27890,Compact,Used,5.0,38236.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,3.0,Standart,Low,luxury
Mercedes Benz A 220,Mercedes Benz,FR,31999,Compact,Used,5.0,30069.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,NL,13845,Compact,Used,5.0,123617.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,8.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,39990,Compact,Used,5.0,8500.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz GLB 200,Mercedes Benz,ES,43900,Compact,Used,5.0,33297.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,39999,Compact,Used,5.0,19234.0,Automatic,Diesel,Dealer,142.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,26490,Compact,Used,5.0,107245.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,FR,29999,Compact,Used,5.0,43819.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,NL,35950,Compact,Used,5.0,30535.0,Automatic,Benzin,Dealer,121.0,7.0,Euro 6,1.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,26990,Compact,Used,5.0,52019.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,FR,20999,Compact,Used,5.0,108714.0,Automatic,Diesel,Dealer,101.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,BE,27490,Compact,Used,5.0,25780.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,27499,Compact,Used,5.0,40505.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 35 AMG,Mercedes Benz,FR,47999,Compact,Used,5.0,66521.0,Automatic,Benzin,Dealer,228.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,45490,Compact,Used,5.0,9000.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,0.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,BE,29490,Compact,Used,5.0,22042.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,1.0,Standart,Medium,luxury
Mercedes Benz A 200,Mercedes Benz,FR,21999,Compact,Used,5.0,77642.0,Manual,Diesel,Dealer,101.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,17990,Compact,Used,5.0,175500.0,Manual,Diesel,Dealer,100.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,30999,Compact,Used,5.0,17000.0,Manual,Diesel,Dealer,87.0,7.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,33490,Compact,Used,5.0,9000.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz B 200,Mercedes Benz,ES,34900,Compact,Used,5.0,29348.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,1.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,FR,19999,Compact,Used,5.0,73301.0,Automatic,Diesel,Dealer,81.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 250,Mercedes Benz,NL,46945,Compact,Used,5.0,65.0,Automatic,Benzin,Dealer,118.0,8.0,Euro 6,1.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,29999,Compact,Used,5.0,74291.0,Automatic,Diesel,Dealer,112.0,8.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,FR,29999,Compact,Used,5.0,55363.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz CL,Mercedes Benz,FR,17990,Compact,Used,5.0,88677.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz A 250,Mercedes Benz,NL,45900,Compact,Used,5.0,1236.0,Automatic,Benzin,Dealer,75.0,8.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,28690,Compact,Used,5.0,28993.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,30899,Compact,Used,5.0,29500.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,NL,32750,Compact,Used,5.0,49444.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,2.0,Standart,Low,luxury
Mercedes Benz A 180,Mercedes Benz,NL,21490,Compact,Used,5.0,67120.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,6.0,Standart,Low,standard
Mercedes Benz A 220,Mercedes Benz,FR,29999,Compact,Used,5.0,40698.0,Automatic,Benzin,Dealer,142.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,FR,20999,Compact,Used,5.0,71482.0,Automatic,Diesel,Dealer,81.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,24890,Compact,Used,5.0,36021.0,Manual,Benzin,Dealer,122.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,35990,Compact,Used,5.0,39267.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,22990,Compact,Used,5.0,44266.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,39900,Compact,Used,5.0,10200.0,Automatic,Benzin,Dealer,122.0,7.0,Euro 6,0.0,Standart,Low,standard
Mercedes Benz CL,Mercedes Benz,FR,23990,Compact,Used,5.0,59910.0,Automatic,Diesel,Dealer,87.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz E 350,Mercedes Benz,FR,21990,Compact,Used,3.0,96000.0,Automatic,Diesel,Dealer,195.0,7.0,Other,9.0,Standart,High,standard
Mercedes Benz A 180,Mercedes Benz,NL,18995,Compact,Used,5.0,99533.0,Automatic,Benzin,Dealer,90.0,7.0,Euro 6,8.0,Standart,Low,standard
Mercedes Benz A 160,Mercedes Benz,IT,5900,Compact,Used,5.0,192000.0,Manual,LPG/CNG,Dealer,70.0,5.0,Other,11.0,Standart,Low,standard
Mercedes Benz CLA 200,Mercedes Benz,IT,25900,Compact,Used,5.0,40335.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,4.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,NL,45950,Compact,Used,5.0,92751.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,IT,34500,Compact,Used,5.0,73950.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,BE,30890,Compact,Used,5.0,51774.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz GLA 180,Mercedes Benz,ES,24537,Compact,Used,5.0,123558.0,Manual,Diesel,Dealer,90.0,6.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,28999,Compact,Used,5.0,93000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,16990,Compact,Used,5.0,167800.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz E 220,Mercedes Benz,ES,27000,Compact,Used,3.0,132000.0,Automatic,Diesel,Dealer,143.0,9.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,22900,Compact,Used,5.0,79000.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,35900,Compact,Used,5.0,21000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,36500,Compact,Used,5.0,24900.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,35500,Compact,Used,5.0,37000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,NL,58500,Compact,Used,5.0,58517.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,luxury
Mercedes Benz A 45 AMG,Mercedes Benz,ES,65900,Compact,Used,5.0,49900.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,ES,36900,Compact,Used,5.0,22250.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,51890,Compact,Used,5.0,47000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,22900,Compact,Used,5.0,19990.0,Automatic,Diesel,Dealer,130.0,7.0,Euro 6,6.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,33900,Compact,Used,5.0,164000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,6.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,59700,Compact,Used,5.0,20900.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,53900,Compact,Used,5.0,4700.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,18499,Compact,Used,5.0,160000.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,ES,6800,Compact,Used,5.0,191074.0,Manual,Diesel,Dealer,80.0,6.0,Other,10.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,27990,Compact,Used,5.0,24510.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,28950,Compact,Used,5.0,175000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,35900,Compact,Used,5.0,29328.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,ES,63900,Compact,Pre-registered,5.0,1.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,0.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,NL,29650,Compact,Used,5.0,134104.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,7.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,68900,Compact,Used,5.0,31000.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,ES,39900,Compact,Used,5.0,27300.0,Automatic,Benzin,Dealer,165.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,27990,Compact,Used,5.0,98000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,7.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,34900,Compact,Used,5.0,24600.0,Automatic,Diesel,Dealer,140.0,8.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,29900,Compact,Used,5.0,82100.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,42999,Compact,Used,5.0,40000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,47900,Compact,Used,5.0,13000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,45990,Compact,Pre-registered,5.0,1.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,0.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,26263,Compact,Used,5.0,114154.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,ES,23868,Compact,Used,5.0,79163.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,ES,15900,Compact,Used,5.0,201000.0,Manual,Diesel,Dealer,103.0,6.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,43700,Compact,Used,5.0,68000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,37000,Compact,Used,5.0,103000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,ES,15900,Compact,Used,5.0,114000.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,7.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,ES,17500,Compact,Used,5.0,75558.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,ES,35700,Compact,Used,5.0,40900.0,Automatic,Benzin,Dealer,160.0,8.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,ES,15690,Compact,Used,5.0,80999.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,5.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,ES,4500,Compact,Used,5.0,242000.0,Manual,Diesel,Dealer,80.0,6.0,Euro 6,15.0,Standart,Medium,standard
Mercedes Benz Viano,Mercedes Benz,ES,9300,Compact,Used,5.0,180000.0,Automatic,Diesel,Dealer,132.0,7.0,Euro 6,18.0,Standart,Low,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,43900,Compact,Used,5.0,51000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,52990,Compact,Used,5.0,29855.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,27490,Compact,Used,5.0,72458.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,66890,Compact,Used,5.0,31000.0,Automatic,Benzin,Dealer,310.0,8.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,17490,Compact,Used,5.0,115352.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,19900,Compact,Used,5.0,81177.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,28490,Compact,Used,5.0,105000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,8.0,Standart,Medium,standard
Mercedes Benz SLK 200,Mercedes Benz,ES,22800,Compact,Used,5.0,79137.0,Manual,Benzin,Dealer,135.0,6.0,Other,9.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,32900,Compact,Used,5.0,98500.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 220,Mercedes Benz,ES,21500,Compact,Used,5.0,59618.0,Automatic,Diesel,Dealer,125.0,7.0,Euro 6,9.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,19490,Compact,Used,5.0,99000.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,7.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,20841,Compact,Used,5.0,79994.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,34900,Compact,Used,5.0,12300.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,38000,Compact,Used,5.0,39000.0,Automatic,Benzin,Dealer,280.0,7.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,23095,Compact,Used,5.0,74546.0,Manual,Benzin,Dealer,120.0,6.0,Euro 6,4.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,ES,23490,Compact,Used,5.0,29000.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 200,Mercedes Benz,ES,19290,Compact,Used,5.0,30620.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,5.0,Standart,Medium,standard
Mercedes Benz A 250,Mercedes Benz,ES,32500,Compact,Used,5.0,37021.0,Automatic,Benzin,Dealer,118.0,8.0,Euro 6,2.0,Standart,Low,standard
Mercedes Benz A 180,Mercedes Benz,ES,26390,Compact,Used,5.0,94467.0,Automatic,Diesel,Dealer,80.0,7.0,Euro 6,2.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,44990,Compact,Pre-registered,5.0,1.0,Automatic,Diesel,Dealer,110.0,8.0,Euro 6,0.0,Standart,Medium,standard
Mercedes Benz A 200,Mercedes Benz,ES,27490,Compact,Used,5.0,47794.0,Automatic,Benzin,Dealer,120.0,7.0,Euro 6,3.0,Standart,Low,standard
Mercedes Benz A 250,Mercedes Benz,ES,27500,Compact,Used,5.0,16500.0,Automatic,Benzin,Dealer,160.0,7.0,Euro 6,6.0,Standart,Medium,standard
Mercedes Benz A 180,Mercedes Benz,ES,30500,Compact,Used,5.0,29600.0,Automatic,Diesel,Dealer,85.0,8.0,Euro 6,1.0,Standart,Medium,standard
Mercedes Benz A 35 AMG,Mercedes Benz,ES,44500,Compact,Used,5.0,34000.0,Automatic,Benzin,Dealer,225.0,7.0,Euro 6,3.0,Standart,Medium,standard
Mercedes Benz A 45 AMG,Mercedes Benz,ES,32500,Compact,Used,5.0,75000.0,Automatic,Benzin,Dealer,265.0,7.0,Euro 6,8.0,Standart,Medium,standard
